comment,label,reply
Stop posting garbage.,troll,"I understand your frustration, I'll do better."
Did you even try?,troll,"Thanks for your feedback, I'll work on it."
"This helped me a lot, thank you!",appreciation,Thanks a lot!
This is amazing!,appreciation,Grateful for your support!
You have no idea what you're doing.,troll,I'm always open to constructive criticism.
Stop posting garbage.,troll,"Sorry to hear that, I'll try to improve."
How do you even call this good?,troll,I'm always open to constructive criticism.
I've seen better work from a 5-year-old.,troll,"I understand your frustration, I'll do better."
This is the worst thing I've seen.,troll,Apologies if this wasn't up to the mark.
You're an inspiration!,appreciation,Really appreciate it!
Great job on this project!,appreciation,Thank you so much!
Very well done!,appreciation,Thank you so much!
This is outstanding!,appreciation,I appreciate your kind words!
Keep up the great work!,appreciation,Thanks a ton!
You should just quit.,troll,Apologies if this wasn't up to the mark.
You're really talented!,appreciation,Thank you so much!
This is an embarrassment.,troll,"I respect your opinion, and I'll keep improving."
Brilliant execution!,appreciation,I appreciate the encouragement!
This is the worst thing I've seen.,troll,Apologies if this wasn't up to the mark.
"This helped me a lot, thank you!",appreciation,I appreciate the encouragement!
"This helped me a lot, thank you!",appreciation,"That means a lot, thanks!"
You're an inspiration!,appreciation,I appreciate your kind words!
Stop posting garbage.,troll,I'm always open to constructive criticism.
This is laughably bad.,troll,I'm sorry you feel that way.
Stop posting garbage.,troll,I apologize if this didn't meet your expectations.
This is the worst thing I've seen.,troll,I apologize if this didn't meet your expectations.
This is the worst thing I've seen.,troll,"Thanks for your feedback, I'll work on it."
Keep up the great work!,appreciation,Thanks a ton!
Pathetic!,troll,I apologize if this didn't meet your expectations.
Stop posting garbage.,troll,I'm always open to constructive criticism.
I really appreciate your hard work!,appreciation,Thank you so much!
This is outstanding!,appreciation,I'm happy you liked it!
You're an inspiration!,appreciation,"That means a lot, thanks!"
This is an embarrassment.,troll,Apologies if this wasn't up to the mark.
I've seen better work from a 5-year-old.,troll,"I understand your frustration, I'll do better."
I really appreciate your hard work!,appreciation,Thanks a lot!
Great job on this project!,appreciation,Thank you so much!
This is laughably bad.,troll,I'm always open to constructive criticism.
Pathetic!,troll,"Thanks for your feedback, I'll work on it."
This is outstanding!,appreciation,Thanks a lot!
"This helped me a lot, thank you!",appreciation,I appreciate the encouragement!
You should just quit.,troll,Apologies if this wasn't up to the mark.
I really appreciate your hard work!,appreciation,Thank you so much!
Great job on this project!,appreciation,I appreciate the encouragement!
This is an embarrassment.,troll,"Thanks for your feedback, I'll work on it."
Terrible effort!,troll,I'm always open to constructive criticism.
I've seen better work from a 5-year-old.,troll,"Sorry to hear that, I'll try to improve."
You're really talented!,appreciation,Thanks a ton!
"This helped me a lot, thank you!",appreciation,I appreciate your kind words!
Terrible effort!,troll,I'm sorry you feel that way.
This is a complete waste of time.,troll,I'm sorry you feel that way.
This is the worst thing I've seen.,troll,I'm sorry you feel that way.
This is a complete waste of time.,troll,"Sorry to hear that, I'll try to improve."
You're an inspiration!,appreciation,I appreciate your kind words!
How do you even call this good?,troll,"I respect your opinion, and I'll keep improving."
This is laughably bad.,troll,Apologies if this wasn't up to the mark.
Brilliant execution!,appreciation,"That means a lot, thanks!"
I love your work!,appreciation,Really appreciate it!
Terrible effort!,troll,Apologies if this wasn't up to the mark.
Terrible effort!,troll,"Sorry to hear that, I'll try to improve."
Terrible effort!,troll,I apologize if this didn't meet your expectations.
Stop posting garbage.,troll,"I respect your opinion, and I'll keep improving."
Keep up the great work!,appreciation,Thanks a lot!
You should just quit.,troll,"I understand your frustration, I'll do better."
"This helped me a lot, thank you!",appreciation,I appreciate the encouragement!
This is laughably bad.,troll,I'm always open to constructive criticism.
This is amazing!,appreciation,"That means a lot, thanks!"
This is an embarrassment.,troll,I apologize if this didn't meet your expectations.
Pathetic!,troll,"Thanks for your feedback, I'll work on it."
Pathetic!,troll,"I understand your frustration, I'll do better."
This is a complete waste of time.,troll,I apologize if this didn't meet your expectations.
This is a complete waste of time.,troll,Apologies if this wasn't up to the mark.
Great job on this project!,appreciation,Thanks a ton!
You have no idea what you're doing.,troll,I apologize if this didn't meet your expectations.
This is laughably bad.,troll,"I respect your opinion, and I'll keep improving."
This is the worst thing I've seen.,troll,I'm always open to constructive criticism.
This is laughably bad.,troll,"Sorry to hear that, I'll try to improve."
You should just quit.,troll,I'm sorry you feel that way.
Did you even try?,troll,I'm sorry you feel that way.
Very well done!,appreciation,I appreciate the encouragement!
I love your work!,appreciation,"That means a lot, thanks!"
Fantastic effort!,appreciation,Thanks a lot!
This is an embarrassment.,troll,"Thanks for your feedback, I'll work on it."
Very well done!,appreciation,"That means a lot, thanks!"
This is the worst thing I've seen.,troll,Apologies if this wasn't up to the mark.
Pathetic!,troll,Apologies if this wasn't up to the mark.
I love your work!,appreciation,I'm happy you liked it!
Brilliant execution!,appreciation,Thank you so much!
Brilliant execution!,appreciation,I'm happy you liked it!
I really appreciate your hard work!,appreciation,Grateful for your support!
Brilliant execution!,appreciation,Thank you so much!
You should just quit.,troll,Apologies if this wasn't up to the mark.
How do you even call this good?,troll,I apologize if this didn't meet your expectations.
"This helped me a lot, thank you!",appreciation,"That means a lot, thanks!"
This is outstanding!,appreciation,I'm happy you liked it!
Stop posting garbage.,troll,Apologies if this wasn't up to the mark.
Did you even try?,troll,Apologies if this wasn't up to the mark.
This is the worst thing I've seen.,troll,"Sorry to hear that, I'll try to improve."
"This helped me a lot, thank you!",appreciation,Grateful for your support!
Keep up the great work!,appreciation,"Thank you, that means the world to me!"
Fantastic effort!,appreciation,Grateful for your support!
This is an embarrassment.,troll,"I understand your frustration, I'll do better."
I've seen better work from a 5-year-old.,troll,"Thanks for your feedback, I'll work on it."
Pathetic!,troll,"I respect your opinion, and I'll keep improving."
Very well done!,appreciation,I appreciate the encouragement!
Keep up the great work!,appreciation,Thank you so much!
Keep up the great work!,appreciation,Thank you so much!
I've seen better work from a 5-year-old.,troll,"I respect your opinion, and I'll keep improving."
Great job on this project!,appreciation,"That means a lot, thanks!"
Great job on this project!,appreciation,"That means a lot, thanks!"
Stop posting garbage.,troll,"Sorry to hear that, I'll try to improve."
How do you even call this good?,troll,I'm sorry you feel that way.
You're an inspiration!,appreciation,"That means a lot, thanks!"
This is an embarrassment.,troll,"I understand your frustration, I'll do better."
Very well done!,appreciation,Thank you so much!
Terrible effort!,troll,I'm always open to constructive criticism.
This is laughably bad.,troll,"I understand your frustration, I'll do better."
This is laughably bad.,troll,Apologies if this wasn't up to the mark.
This is outstanding!,appreciation,Grateful for your support!
This is the worst thing I've seen.,troll,"Thanks for your feedback, I'll work on it."
Great job on this project!,appreciation,Really appreciate it!
Stop posting garbage.,troll,Apologies if this wasn't up to the mark.
You should just quit.,troll,"I respect your opinion, and I'll keep improving."
Great job on this project!,appreciation,"That means a lot, thanks!"
This is an embarrassment.,troll,Apologies if this wasn't up to the mark.
Fantastic effort!,appreciation,I appreciate your kind words!
You should just quit.,troll,"I understand your frustration, I'll do better."
This is laughably bad.,troll,I'm always open to constructive criticism.
You have no idea what you're doing.,troll,"Sorry to hear that, I'll try to improve."
Terrible effort!,troll,"Thanks for your feedback, I'll work on it."
This is amazing!,appreciation,I appreciate your kind words!
Great job on this project!,appreciation,Really appreciate it!
